0,0,0,0,0,0,0
944,812,747,1157,2057,2654,0
951,806,749,1145,2056,2652,0
939,800,743,1143,2056,2659,0
935,795,739,1136,2056,2655,0
936,796,736,1137,2056,2655,0
931,795,733,1133,2057,2655,0
932,794,737,1137,2055,2648,0
930,792,739,1141,2057,2654,0
925,790,734,1129,2055,2653,0
928,789,732,1127,10,0,0
929,789,729,1126,2056,2656,0
922,788,728,1130,2060,2656,0
913,795,734,1135,2056,2653,0
921,799,730,1132,2056,2655,0
915,796,737,1133,2055,2652,0
907,795,732,1138,2057,2657,0
910,799,737,1136,2060,2653,0
907,794,737,1147,2055,2658,0
908,796,747,1151,2055,2651,0
903,794,746,1148,2056,2649,0
907,788,740,1312,2054,2651,0
1114,787,737,1947,2055,2649,0
1466,782,751,1940,2052,2649,0
1800,792,10,0,0,0,0
1965,1017,829,3046,2054,2641,0
1985,1190,862,2766,0,0,0
1951,1207,866,2522,2056,2650,0
1838,1134,867,2156,2055,2648,0
1773,1096,872,2028,2055,2644,0
1712,1069,876,1951,2051,2649,0
1720,1046,881,1871,10,0,0
1882,1040,884,2066,2057,2644,0
1967,1027,887,2633,0,0,0
1924,1014,890,2520,2055,2650,0
1847,1010,945,2324,2053,2645,0
1817,1038,1030,2286,2048,2643,0
1995,1100,1127,2134,2047,2643,0
2099,1138,1129,2422,2049,2644,0
2188,1153,1138,3064,2049,2641,0
2206,1169,1150,3019,2050,2631,0
2180,1238,1161,2852,2049,2638,0
2137,1475,1175,2724,0,0,0
2111,1738,1186,2628,0,0,0
2095,1927,1200,2561,0,0,0
2092,2175,1224,2593,0,0,0
2082,2266,1237,2632,0,0,0
2085,2331,1240,2687,0,0,0
2067,2391,1260,2745,0,0,0
2063,2433,1287,2799,0,0,0
2053,2468,1326,2865,2035,2638,0
2043,2489,1381,2899,2045,2638,0
2051,2508,1428,2935,2051,2641,0
2045,2526,1527,2993,2048,2637,0
2035,2529,1568,2991,2049,2638,0
2031,2537,1602,2962,2045,2630,0
2022,2537,1634,2929,2050,2637,0
2029,2537,1663,2919,2049,2629,0
2007,2536,1693,2929,2050,2639,0
2013,2532,1725,2939,2048,2638,0
2007,2524,1750,2937,2046,2640,0
1995,2516,1800,2915,2049,2637,0
1989,2507,1823,2905,2048,2643,0
1983,2503,1842,2897,2047,2637,0
1973,2497,1858,2887,2047,2640,0
1968,2490,1876,2875,2049,2638,0
1963,2481,1893,2852,2047,2642,0
1959,2473,1908,2849,2047,2637,0
1956,2467,1920,2854,2052,2641,0
1946,2451,1948,2879,2048,2631,0
1935,2441,1964,2900,2046,2637,0
1935,2436,1979,2925,2043,2637,0
1945,2430,1991,2949,2049,2635,0
1941,2420,2008,2980,2047,2641,0
1941,2412,2020,2998,2052,2638,0
1935,2407,2026,3005,2050,2641,0
1947,2397,2034,3004,2046,2639,0
1942,2384,2047,2997,2048,2638,0
1933,2377,10,0,0,0,0
1929,2374,2062,2977,2045,2629,0
1929,2368,2064,2980,2047,2639,0
1935,2362,2074,2985,2045,2639,0
1930,2352,2079,2992,2052,2640,0
1931,2349,2080,2991,2047,2637,0
1935,2345,2089,2981,2047,2640,0
1928,2346,2087,2969,2047,2639,0
1923,2330,2102,2960,2047,2634,0
1923,2325,2102,2926,2048,2638,0
1916,2319,2105,2888,2047,2639,0
1919,2321,2103,2887,2047,2641,0
1907,2313,2109,2905,2045,2636,0
1910,2311,2109,2903,2049,2640,0
1915,2307,2119,2902,2047,2638,0
1909,2295,2116,2876,2045,2635,0
1893,2297,2117,2883,2044,2629,0
1899,2286,2114,2889,2053,2637,0
1890,2285,2120,2889,2049,2634,0
1889,2282,2116,2883,2047,2639,0
1883,2281,2116,2881,2052,2640,0
1883,2274,2115,2884,2047,2647,0
1876,2268,2113,2886,2048,2635,0
1883,2263,2111,2896,2048,2640,0
1878,2255,2111,2913,2046,2633,0
1889,2252,2112,2912,2048,2641,0
1885,2244,2113,2914,2047,2643,0
1875,2243,2113,2913,2049,2644,0
1881,2239,2110,2895,2048,2640,0
1885,2235,2107,2880,2047,2642,0
1875,2233,2107,2871,2046,2639,0
1877,2229,2105,2878,2050,2640,0
1876,2221,2101,2880,2052,2647,0
1849,2138,2069,2833,2054,2649,0
1791,2049,1964,2661,0,0,0
1726,1938,1825,2436,2052,2645,0
1669,1882,1723,2244,2053,2652,0
1617,1824,1607,2118,2056,2651,0
1574,1757,1541,2032,2053,2650,0
1535,1642,1468,1986,2052,2652,0
1485,1455,1347,1937,2055,2653,0
1467,1403,1311,1874,2056,2654,0
1449,1372,1262,1816,2057,2653,0
1425,1375,1234,1799,2052,2648,0
1416,1356,1218,1817,2052,2653,0
1403,1330,1224,1801,2055,2642,0
1389,1292,1234,1769,2056,2652,0
1358,1253,1213,1687,2054,2648,0
1339,1226,1173,1655,2055,2652,0
1327,1181,1140,1629,2055,2653,0
1305,1155,1113,1598,2054,2654,0
1293,1130,1087,1557,2056,2657,0
1273,1101,1062,1530,2056,2655,0
1258,1087,1036,1489,2056,2656,0
1245,1056,1014,1465,2054,2657,0
1225,10,0,0,0,0,0
1198,1055,963,1399,2053,2645,0
1190,1043,946,1381,2057,2663,0
1181,1026,938,1365,2052,2653,0
1174,1012,927,1351,2054,2655,0
1163,999,915,1335,2055,2655,0
1157,980,902,1329,2055,2655,0
1144,965,893,1313,2059,2656,0
1142,953,887,1304,2052,2658,0
1125,931,868,1283,2054,2655,0
1114,915,862,1274,2057,2659,0
1107,906,855,1268,10,0,0
1106,903,850,1259,2055,2656,0
1097,895,844,1252,2056,2655,0
1099,894,840,1248,2059,2657,0
1089,887,837,1236,2055,2655,0
1089,886,829,1231,2057,2655,0
1075,871,822,1223,2057,2657,0
1069,865,821,1217,2059,2659,0
1073,860,813,1212,10,0,0
1067,857,805,1203,2056,2657,0
1053,850,805,1197,2057,2660,0
1058,850,802,1194,2057,2654,0
1055,848,799,1191,2055,2660,0
1045,841,792,1187,2054,2655,0
1039,836,791,1177,2056,2658,0
1038,832,782,1173,2057,2656,0
1031,825,779,1165,2057,2658,0
1025,818,779,1162,2057,2657,0
1031,820,773,1161,2057,2656,0
1019,816,774,1157,10,0,0
1018,813,767,1152,2057,2655,0
1008,815,765,1152,2057,2654,0
1005,805,756,1143,2055,2660,0
1001,801,757,1141,2057,2653,0
1002,795,756,1134,10,0,0
